fdc_id,protein_g,fat_g,carbs_g,calories,description
171142,5.88,4.42,16.97,129.0,"Soup, bean with pork, canned, condensed"
171143,7.6,5.31,16.75,142.0,"Soup, bean with frankfurters, canned, condensed"
171144,5.19,3.5,11.16,95.0,"Soup, bean with ham, canned, chunky, ready-to-serve"
171145,5.06,2.64,6.88,71.0,"Soup, chicken, canned, chunky, ready-to-serve"
171146,2.38,5.77,7.16,90.0,"Soup, cream of chicken, canned, condensed"
171147,2.1,1.14,6.67,45.0,"Soup, chicken gumbo, canned, condensed"
171148,3.09,1.16,4.46,41.0,"Soup, chunky chicken noodle, canned, ready-to-serve"
171149,2.94,2.32,7.01,61.0,"Soup, chicken vegetable, canned, condensed"
171150,5.09,2.53,18.86,117.0,"Soup, chili beef, canned, condensed"
171151,3.02,1.41,7.84,56.0,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve"
171152,1.74,1.76,9.74,61.0,"Soup, clam chowder, manhattan, canned, condensed"
171153,3.48,2.05,9.17,68.0,"Soup, minestrone, canned, condensed"
171154,1.5,1.8,9.6,61.0,"Soup, mushroom barley, canned, condensed"
171155,1.35,5.3,6.8,79.0,"Soup, cream of mushroom, canned, condensed"
171156,2.51,3.21,7.41,68.0,"Soup, mushroom with beef stock, canned, condensed"
171157,7.68,3.28,20.81,141.0,"Soup, pea, split with ham, canned, condensed"
171158,1.51,1.88,12.79,74.0,"Soup, cream of potato, canned, condensed"
171159,2.22,4.14,6.53,72.0,"Soup, cream of shrimp, canned, condensed"
171160,3.55,3.42,16.87,112.0,"Soup, tomato beef with noodle, canned, condensed"
171161,1.72,1.58,9.78,59.0,"Soup, vegetarian vegetable, canned, condensed"
171162,3.97,1.11,10.08,66.0,"Soup, chunky beef, canned, ready-to-serve"
171163,4.45,1.51,8.11,63.0,"Soup, vegetable beef, canned, condensed"
171164,2.42,1.56,10.7,66.0,"Soup, vegetable with beef broth, canned, condensed"
171165,7.48,0.34,65.07,293.0,"Soup, onion, dry, mix"
171166,8.0,24.1,52.1,446.0,"Soup, cream of vegetable, dry, powder"
171167,5.93,0.02,15.56,89.0,"Sauce, teriyaki, ready-to-serve"
171168,1.2,0.2,2.5,16.0,"Gravy, au jus, canned"
171169,9.2,9.63,47.49,313.0,"Gravy, au jus, dry"
171170,1.26,2.71,5.47,50.0,"Gravy, mushroom, canned"
171171,10.0,4.0,64.66,328.0,"Gravy, mushroom, dry, powder"
171172,9.0,3.0,67.64,322.0,"Gravy, onion, dry, mix"
171173,8.78,8.63,63.57,367.0,"Gravy, pork, dry, powder"
171174,12.8,18.2,5.46,237.0,"Sauce, sofrito, prepared from recipe"
171175,4.6,2.4,5.2,61.0,"Soup, beef mushroom, canned, condensed"
171176,0.71,0.21,7.45,32.0,"Soup, tomato, canned, prepared with equal volume water, commercial"
171177,10.17,17.59,60.26,440.0,"Soup, ramen noodle, any flavor, dry"
171178,2.1,5.3,7.7,87.0,"Soup, broccoli cheese, canned, condensed, commercial"
171179,1.2,0.08,0.21,6.0,"Soup, SWANSON, beef broth, lower sodium"
171180,0.23,0.07,1.02,6.0,"Soup, SWANSON, vegetable broth"
171181,3.3,0.88,10.5,57.0,"SMART SOUP, Indian Bean Masala"
171182,2.0,1.06,9.7,51.0,"SMART SOUP, Moroccan Chick Pea"
171183,0.8,1.06,6.5,36.0,"SMART SOUP, Thai Coconut Curry"
171184,1.3,1.06,8.2,44.0,"SMART SOUP, Vietnamese Carrot Lemongrass"
171185,6.69,49.88,5.12,496.0,"Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve"
171186,1.93,0.93,19.16,93.0,"Sauce, hot chile, sriracha"
171187,2.02,0.98,22.73,108.0,"Sauce, hot chile, sriracha, CHA! BY TEXAS PETE"
171188,1.86,0.9,15.87,79.0,"Sauce, hot chile, sriracha, TUONG OT SRIRACHA"
171189,6.2,0.7,3.3,44.0,"Soup, vegetable beef, microwavable, ready-to-serve, single brand"
171190,3.18,1.16,6.16,48.0,"Soup, beef and vegetables, canned, ready-to-serve"
171191,6.71,13.29,6.83,174.0,"Sauce, cheese, ready-to-serve"
171192,1.39,1.61,7.43,50.0,"Sauce, pasta, spaghetti/marinara, ready-to-serve"
171193,20.14,8.99,0.0,161.0,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw"
171194,21.1,5.89,0.0,137.0,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw"
171195,20.96,6.95,0.0,146.0,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"
171196,27.97,11.47,0.0,215.0,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"
171197,27.88,9.77,0.0,199.0,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"
171198,31.32,8.3,0.0,200.0,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised"
171199,31.71,7.02,0.0,190.0,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised"
171200,31.48,7.78,0.0,196.0,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
171201,33.55,6.94,0.0,197.0,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised"
171202,21.3,4.17,0.0,123.0,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"
171203,32.41,6.82,0.0,191.0,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised"
171204,32.29,6.34,0.0,186.0,"Beef, chuck for stew, separable lean and fat, select, cooked, braised"
171205,32.49,7.14,0.0,194.0,"Beef, chuck for stew, separable lean and fat, choice, cooked, braised"
171206,21.75,4.48,0.16,128.0,"Beef, chuck for stew, separable lean and fat, all grades, raw"
171207,31.35,10.41,0.0,219.0,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
171208,26.7,20.49,0.0,291.0,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
171209,27.97,10.57,0.0,207.0,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled"
171210,27.18,14.55,0.0,240.0,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted"
171211,26.1,14.41,0.4,236.0,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"
171212,26.3,12.25,0.0,215.0,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"
171213,18.99,11.64,0.36,182.0,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw"
171214,18.85,12.4,0.53,189.0,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw"
171215,24.47,15.87,0.0,241.0,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"
171216,24.86,14.41,0.0,229.0,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"
171217,28.23,18.0,0.0,275.0,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
171218,27.6,19.3,0.0,284.0,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"
171219,29.18,16.05,0.0,261.0,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"
171220,21.19,5.18,0.0,131.0,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
171221,21.05,4.2,0.0,122.0,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
171222,25.48,22.58,0.0,305.0,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
171223,25.26,24.05,0.0,317.0,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"
171224,31.03,8.92,0.0,204.0,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
171225,30.93,9.25,0.0,207.0,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"
171226,31.18,8.41,0.0,200.0,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"
171227,27.69,20.55,0.0,296.0,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
171228,24.98,19.64,0.0,277.0,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"
171229,24.95,20.35,0.0,283.0,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"
171230,25.03,18.57,0.0,267.0,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"
171231,18.86,16.35,0.0,223.0,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
171232,27.3,11.97,0.0,217.0,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled"
171233,28.98,8.48,0.0,192.0,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled"
171234,21.22,9.04,0.0,166.0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw"
171235,20.93,9.97,0.0,173.0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw"
171236,27.4,12.43,0.0,221.0,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled"
171237,27.03,13.44,0.0,229.0,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled"
171238,27.96,10.91,0.0,210.0,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled"
171239,28.21,11.68,0.0,218.0,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted"
171240,9.65,29.51,42.65,466.0,"Cheese, gjetost"
171241,24.94,27.44,2.22,356.0,"Cheese, gouda"
171242,29.81,32.34,0.36,413.0,"Cheese, gruyere"
171243,20.05,27.25,0.49,327.0,"Cheese, limburger"
171244,23.75,19.78,5.58,295.0,"Cheese, mozzarella, low moisture, part-skim"
171245,23.41,30.04,1.12,368.0,"Cheese, muenster"
171246,9.15,22.78,3.59,253.0,"Cheese, neufchatel"
171247,28.42,27.84,13.91,420.0,"Cheese, parmesan, grated"
171248,11.39,7.91,5.14,138.0,"Cheese, ricotta, part skim milk"
171249,31.8,26.94,3.63,387.0,"Cheese, romano"
171250,21.54,30.64,2.0,369.0,"Cheese, roquefort"
171251,26.96,30.99,1.44,393.0,"Cheese, swiss"
171252,16.86,25.63,8.56,330.0,"Cheese food, pasteurized process, American, vitamin D fortified"
171253,21.92,24.14,4.5,323.0,"Cheese food, pasteurized process, swiss"
171254,16.41,21.23,8.73,290.0,"Cheese spread, pasteurized process, American"
171255,3.13,11.5,4.3,131.0,"Cream, fluid, half and half"
171256,2.94,12.0,4.26,135.0,"Cream, sour, reduced fat, cultured"
171257,2.44,19.35,4.63,198.0,"Cream, sour, cultured"
171258,4.55,4.19,8.05,88.0,Eggnog
171259,3.25,16.57,4.68,178.0,"Sour dressing, non-butterfat, cultured, filled cream-type"
171260,8.11,1.71,11.04,92.0,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI"
171261,1.0,9.97,11.38,136.0,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein"
171262,1.0,9.97,11.38,136.0,"Cream substitute, liquid, with lauric acid oil and sodium caseinate"
171263,2.48,32.92,59.29,529.0,"Cream substitute, powdered"
171264,1.75,3.41,6.16,61.0,"Milk substitutes, fluid, with lauric acid oil"
171265,3.15,3.25,4.8,61.0,"Milk, whole, 3.25% milkfat, with added vitamin D"
171266,3.28,3.66,4.65,64.0,"Milk, producer, fluid, 3.7% milkfat"
171267,3.3,1.98,4.8,50.0,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"
171268,3.93,1.17,5.52,48.0,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D"
171269,3.37,0.08,4.96,34.0,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)"
171270,3.57,0.25,5.02,37.0,"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)"
171271,3.96,0.25,5.56,41.0,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)"
171272,35.1,0.72,52.19,358.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D"
171273,35.5,0.2,51.8,354.0,"Milk, dry, nonfat, calcium reduced"
171274,34.3,5.78,49.0,387.0,"Milk, buttermilk, dried"
171275,7.91,8.7,54.4,321.0,"Milk, canned, condensed, sweetened"
171276,6.81,7.56,10.04,134.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A"
171277,3.52,2.34,10.74,77.0,"Milk, chocolate beverage, hot cocoa, homemade"
171278,3.56,4.14,4.45,69.0,"Milk, goat, fluid, with added vitamin D"
171279,1.03,4.38,6.89,70.0,"Milk, human, mature, fluid"
171280,3.75,6.89,5.18,97.0,"Milk, indian buffalo, fluid"
171281,11.73,0.54,73.45,339.0,"Whey, acid, dried"
171282,0.85,0.36,5.14,27.0,"Whey, sweet, fluid"
171283,12.93,1.07,74.46,353.0,"Whey, sweet, dried"
171284,3.47,3.25,4.66,61.0,"Yogurt, plain, whole milk"
171285,4.37,1.08,19.05,102.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce"
171286,4.86,1.41,18.6,105.0,"Yogurt, fruit, low fat, 11g protein/8 oz"
171287,12.56,9.51,0.72,143.0,"Egg, whole, raw, fresh"
171288,23.54,32.14,0.13,384.0,"Cheese, Mexican blend"
171289,16.09,23.06,8.85,307.0,"Cheese product, pasteurized process, American, vitamin D fortified"
171290,18.13,31.79,3.7,371.0,"Cheese, pasteurized process, American, without added vitamin D"
171291,16.86,25.63,8.56,330.0,"Cheese food, pasteurized process, American, without added vitamin D"
171292,27.35,20.41,2.67,316.0,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)"
171293,3.36,3.69,23.15,141.0,"Ice cream, light, soft serve, chocolate"
171294,2.11,25.26,37.12,358.0,"Ice cream bar, stick or nugget, with crunch coating"
171295,32.14,0.0,7.14,157.0,"Cheese, cheddar, nonfat or fat free"
171296,9.07,0.22,8.09,71.0,"Yogurt, Greek, nonfat, vanilla, CHOBANI"
171297,8.25,2.92,11.67,106.0,"Yogurt, Greek, strawberry, DANNON OIKOS"
171298,8.12,0.14,12.72,85.0,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS"
171299,8.03,0.22,12.53,84.0,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS"
171300,8.17,2.57,12.29,105.0,"Yogurt, Greek, strawberry, lowfat"
171301,3.39,0.9,10.2,62.0,"Kefir, lowfat, strawberry, LIFEWAY"
171302,6.67,2.0,15.74,107.0,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D"
171303,3.39,0.0,13.46,67.0,"Milk, chocolate, fat free, with added vitamin A and vitamin D"
171304,9.0,5.0,3.98,97.0,"Yogurt, Greek, plain, whole milk"
171305,5.62,25.84,11.89,303.0,"Ice cream bar, covered with chocolate and nuts"
171306,3.0,14.0,28.89,254.0,Ice cream sundae cone
171307,1.54,3.08,32.75,165.0,"Light ice cream, Creamsicle"
171308,3.33,5.0,3.33,72.0,"Cream, half and half, lowfat"
171309,8.24,4.01,3.24,82.0,"Yogurt, Greek, whole, plain, CHOBANI"
171310,8.62,0.15,10.66,78.0,"Yogurt, Greek, nonfat, lemon blend, CHOBANI"
171311,7.76,0.11,11.9,80.0,"Yogurt, Greek, nonfat, peach, CHOBANI"
171312,9.53,0.24,3.43,54.0,"Yogurt, Greek, nonfat, plain, CHOBANI"
171313,7.65,0.22,11.98,81.0,"Yogurt, Greek, nonfat, raspberry, CHOBANI"
171314,0.0,100.0,0.0,900.0,"Butter, Clarified butter (ghee)"
171315,6.09,8.69,72.12,263.0,"Spices, allspice, ground"
171316,17.6,15.9,50.02,337.0,"Spices, anise seed"
171317,22.98,4.07,47.75,233.0,"Spices, basil, dried"
171318,23.2,3.9,49.1,237.0,"Spices, chervil, dried"
171319,13.46,14.28,49.7,282.0,"Spices, chili powder"
171320,3.99,1.24,80.59,247.0,"Spices, cinnamon, ground"
171321,5.97,13.0,65.53,274.0,"Spices, cloves, ground"
171322,19.96,4.36,55.82,253.0,"Spices, dill weed, dried"
171323,15.8,14.87,52.29,345.0,"Spices, fennel seed"
171324,23.0,6.41,58.35,323.0,"Spices, fenugreek seed"
171325,16.55,0.73,72.73,331.0,"Spices, garlic powder"
171326,5.84,36.31,49.29,525.0,"Spices, nutmeg, ground"
171327,10.41,1.04,79.12,341.0,"Spices, onion powder"
171328,9.0,4.28,68.92,265.0,"Spices, oregano, dried"
171329,14.14,12.89,53.99,282.0,"Spices, paprika"
171330,17.99,41.56,28.13,525.0,"Spices, poppy seed"
171331,9.59,7.53,65.59,307.0,"Spices, poultry seasoning"
171332,5.76,12.6,69.28,342.0,"Spices, pumpkin pie spice"
171333,4.88,15.22,64.06,331.0,"Spices, rosemary, dried"
171334,1.4,0.4,16.25,65.0,"Babyfood, vegetables, corn, creamed, junior"
171335,0.4,0.1,15.3,56.0,"Babyfood, fruit, bananas with tapioca, strained"
171336,0.94,0.33,14.48,65.0,"Babyfood, fruit, peaches, strained"
171337,0.94,0.33,14.48,65.0,"Babyfood, fruit, peaches, junior"
171338,0.3,0.2,10.8,42.0,"Babyfood, fruit, pears, strained"
171339,0.6,0.1,18.7,70.0,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior"
171340,1.0,0.2,23.52,100.0,"Babyfood, prunes, without vitamin c, strained"
171341,0.3,0.2,19.0,70.0,"Babyfood, fruit dessert, mango with tapioca"
171342,0.3,0.1,13.6,57.0,"Babyfood, pears, dices, toddler"
171343,0.1,0.1,10.1,37.0,"Babyfood, fruit, applesauce and pineapple, strained"
171344,0.1,0.1,10.5,39.0,"Babyfood, fruit, applesauce and pineapple, junior"
171345,0.2,0.2,15.6,58.0,"Babyfood, fruit, apple and raspberry, strained"
171346,0.2,0.2,15.4,58.0,"Babyfood, fruit, apple and raspberry, junior"
171347,0.3,0.2,11.4,44.0,"Babyfood, fruit, pears and pineapple, junior"
171348,0.2,0.1,17.0,63.0,"Babyfood, fruit, guava and papaya with tapioca, strained"
171349,0.5,0.2,11.8,51.0,"Babyfood, peaches, dices, toddler"
171350,0.2,0.1,18.9,70.0,"Babyfood, fruit, papaya and applesauce with tapioca, strained"
171351,0.2,0.1,12.3,51.0,"Babyfood, apple-banana juice"
171352,0.2,0.1,10.5,43.0,"Babyfood, juice, apple and peach"
171353,0.2,0.1,18.1,72.0,"Babyfood, juice, apple and prune"
171354,0.6,0.3,10.2,45.0,"Babyfood, juice, orange"
171355,0.4,0.2,10.1,43.0,"Babyfood, juice, orange and apple"
171356,0.6,0.3,16.8,70.0,"Babyfood, juice, prune and orange"
171357,0.1,0.1,11.7,47.0,"Babyfood, juice, mixed fruit"
171358,13.2,6.6,69.4,376.0,"Babyfood, cereal, barley, dry fortified"
171359,6.6,4.8,83.2,402.0,"Babyfood, cereal, whole wheat, with apples, dry fortified"
171360,10.99,6.36,73.48,394.0,"Babyfood, cereal, oatmeal, dry fortified"
171361,6.67,6.67,78.07,399.0,"Babyfood, cereal, oatmeal, with bananas, dry"
171362,0.89,0.89,15.62,75.0,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained"
171363,0.89,0.89,16.03,76.0,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified"
171364,1.9,1.8,7.1,52.0,"Babyfood, cereal, with egg yolks, junior"
171365,2.2,1.5,8.0,58.0,"Babyfood, cereal, with eggs, strained"
171366,2.5,5.0,6.2,79.0,"Babyfood, cereal, egg yolks and bacon, junior"
171367,10.5,7.05,74.1,402.0,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified"
171368,6.8,12.6,73.7,435.0,"Babyfood, cookie, baby, fruit"
171369,7.6,10.0,75.4,424.0,"Babyfood, cookies, arrowroot"
171370,10.8,2.0,82.2,397.0,"Babyfood, pretzels"
171371,7.97,9.27,72.48,407.0,"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat"
171372,10.1,9.7,74.2,426.0,Zwieback
171373,0.2,0.2,18.4,69.0,"Babyfood, dessert, cherry vanilla pudding, junior"
171374,1.1,0.9,17.7,80.0,"Babyfood, dessert, fruit pudding, orange, strained"
171375,0.3,0.0,17.8,65.0,"Babyfood, dessert, peach cobbler, strained"
171376,0.3,0.0,18.3,67.0,"Babyfood, dessert, peach cobbler, junior"
171377,0.3,0.0,17.2,63.0,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior"
171378,0.2,0.0,16.4,60.0,"Babyfood, dessert, tropical fruit, junior"
171379,1.6,2.0,16.0,85.0,"Babyfood, dessert, custard pudding, vanilla, strained"
171380,1.76,0.98,17.58,86.0,"Babyfood, dessert, custard pudding, vanilla, junior"
171381,0.1,0.2,11.34,46.0,"Babyfood, juice, apple and grape"
171382,3.13,6.98,13.21,128.0,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate"
171383,1.61,3.59,6.7,66.0,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed"
